Total population,Median age,% BachelorsDeg or higher,Unemployment rate,Per capita income,Total households,Average household size,% Owner occupied housing,% Renter occupied housing,% Vacant housing,Median home value,Population growth,House hold growth,Per capita income growth,Winner
174138,44.3,19.4,9.6,23621.0,70687,2.4,66.4,22.9,10.7,130099.0,-0.46,-0.39,2.28,Mitt Romney
410288,40.2,22.7,10.2,25521.0,155225,2.55,68.3,24.8,6.9,171398.0,0.61,0.63,2.44,Mitt Romney
125955,42.4,17.3,8.7,21251.0,51247,2.38,66.3,25.4,8.3,115958.0,-0.26,-0.17,2.19,Mitt Romney
61966,42.1,18.6,8.0,20631.0,24748,2.46,62.4,20.7,17.0,121894.0,-0.18,-0.06,2.36,Mitt Romney
63859,44.0,14.0,11.5,21916.0,26321,2.39,58.5,16.9,24.6,137886.0,0.7,0.82,2.24,Mitt Romney
146264,29.8,42.5,7.5,23048.0,53733,2.4,53.7,36.4,9.9,176092.0,0.35,0.5,2.57,Mitt Romney
40499,39.8,19.3,10.2,19024.0,16181,2.4,57.4,22.5,20.1,114741.0,-0.15,-0.03,2.21,Mitt Romney
234508,41.2,33.1,7.4,29104.0,93304,2.36,69.1,26.2,4.7,182689.0,0.82,0.98,2.56,Mitt Romney
147089,41.2,18.8,9.2,24049.0,59167,2.44,69.5,24.9,5.7,151890.0,1.14,1.28,2.28,Mitt Romney
45533,40.2,15.5,8.8,19421.0,17021,2.38,57.9,17.4,24.6,117844.0,-0.1,0.02,2.15,Mitt Romney
45343,42.9,14.8,10.2,19739.0,18539,2.39,61.5,19.1,19.5,103635.0,-0.19,-0.08,2.32,Mitt Romney
509865,38.2,24.0,8.2,25526.0,190998,2.6,66.9,28.2,5.0,190581.0,0.62,0.74,2.5,Mitt Romney
43660,41.2,17.6,11.7,21113.0,17224,2.35,59.3,20.6,20.1,96419.0,-0.62,-0.56,2.16,Mitt Romney
17962,43.0,22.9,9.3,24466.0,7119,2.39,64.5,24.4,11.1,141297.0,-0.23,-0.15,2.61,Mitt Romney
17495,41.9,12.8,10.8,19741.0,6932,2.48,41.0,12.3,46.7,109743.0,-0.69,-0.58,2.13,Mitt Romney
38244,40.1,16.4,8.2,20152.0,14249,2.53,67.8,21.3,10.9,141119.0,0.0,0.12,2.15,Mitt Romney
78485,43.3,14.0,9.2,19348.0,30829,2.4,62.4,18.2,19.5,108172.0,-0.39,-0.31,2.15,Mitt Romney
6264,47.2,16.4,8.7,20436.0,2588,2.23,33.3,8.5,58.2,124198.0,-0.61,-0.5,2.37,Mitt Romney
41231,43.2,16.6,8.6,19813.0,16558,2.46,57.0,15.1,27.9,127297.0,-0.34,-0.2,2.18,Mitt Romney
40779,41.4,17.9,9.3,19339.0,16134,2.42,57.1,18.3,24.5,118014.0,-0.17,-0.06,2.24,Mitt Romney
434017,40.9,22.3,9.6,26076.0,170845,2.49,70.4,22.9,6.7,169766.0,1.0,1.08,2.43,Mitt Romney
80527,41.6,45.6,13.5,35040.0,33533,2.34,50.3,32.3,17.5,280526.0,-0.63,-0.62,2.67,Barack Obama
23224,37.0,13.5,19.4,18579.0,9105,2.52,63.8,20.5,15.7,68120.0,0.02,0.12,1.69,Barack Obama
15660,42.4,16.2,14.1,21071.0,6389,2.43,70.3,13.4,16.3,83209.0,-0.3,-0.11,1.76,Barack Obama
30941,36.1,11.0,17.1,16050.0,11550,2.64,59.9,23.1,17.0,69208.0,0.14,0.26,1.77,Barack Obama
21122,36.9,11.7,16.4,17325.0,7502,2.59,62.5,17.6,19.9,67976.0,-0.06,0.03,1.69,Barack Obama
34336,37.4,11.8,21.3,16823.0,13199,2.58,60.9,22.2,16.9,72337.0,-0.3,-0.18,1.72,Barack Obama
28995,36.9,10.1,20.3,15801.0,9960,2.55,58.3,23.7,18.1,63241.0,-0.54,-0.52,1.57,Barack Obama
91486,37.3,18.8,17.6,18310.0,34724,2.52,62.2,20.3,17.5,80404.0,-0.16,-0.05,1.65,Barack Obama
380494,33.9,36.5,12.1,25952.0,146049,2.39,55.5,34.3,10.2,132590.0,1.69,1.95,1.93,Barack Obama
25916,39.2,14.7,15.8,18825.0,10162,2.47,66.4,16.4,17.1,81229.0,-0.22,-0.15,1.38,Mitt Romney
188227,40.0,18.1,13.0,21750.0,74685,2.48,66.3,20.6,13.1,101597.0,1.35,1.38,1.43,Mitt Romney
163012,41.3,35.9,9.6,31771.0,64258,2.45,53.1,19.4,27.5,260494.0,2.58,2.8,2.12,Mitt Romney
43753,38.8,11.4,20.5,17644.0,17310,2.49,64.0,19.8,16.2,74601.0,0.02,0.13,1.47,Mitt Romney
26391,37.7,14.3,11.7,19334.0,8956,2.61,70.3,17.2,12.5,98419.0,0.42,0.58,1.59,Mitt Romney
136016,38.0,21.3,14.2,20994.0,51151,2.58,65.0,24.1,11.0,94825.0,0.8,0.82,1.53,Mitt Romney
64020,43.2,22.7,12.5,23332.0,25472,2.49,59.1,13.8,27.2,117637.0,0.91,1.04,1.74,Mitt Romney
71133,39.3,13.6,14.4,19173.0,26957,2.54,64.2,18.9,16.9,88995.0,0.15,0.17,1.37,Mitt Romney
28233,41.4,11.4,19.0,19922.0,11703,2.38,65.3,20.0,14.7,71455.0,-0.55,-0.43,1.57,Mitt Romney
6006,27.3,15.1,23.6,11278.0,1912,3.09,48.2,38.1,13.6,57273.0,-0.42,-0.34,1.49,Barack Obama
2593,26.1,14.8,19.4,8801.0,782,3.32,50.8,33.7,15.6,70000.0,-0.72,-0.6,2.47,Barack Obama
16013,43.4,21.8,3.2,20490.0,6985,2.23,58.0,26.6,15.4,85511.0,0.23,0.4,1.4,Mitt Romney
7233,41.4,15.4,3.6,16509.0,2518,2.32,63.4,19.7,16.9,76121.0,-0.58,-0.6,1.58,Mitt Romney
7383,49.3,23.5,5.6,20185.0,3225,2.17,57.2,23.8,19.0,86174.0,-0.33,-0.19,1.56,Mitt Romney
4349,46.4,15.0,2.8,15700.0,1894,2.25,57.9,18.9,23.2,55972.0,-0.91,-0.75,1.66,Mitt Romney
3331,46.7,18.9,1.4,20660.0,1420,2.3,57.3,19.8,22.8,66507.0,-0.82,-0.66,1.77,Mitt Romney
1648,42.8,16.4,2.6,19376.0,682,2.36,63.3,24.1,12.7,63235.0,-0.06,0.0,1.33,Mitt Romney
2794,31.5,16.8,13.6,11925.0,915,3.03,49.5,27.2,23.3,52375.0,-0.69,-0.64,1.73,Mitt Romney
2610,51.3,14.4,2.4,15286.0,1125,2.26,63.5,13.3,23.2,43125.0,-1.06,-0.98,1.97,Mitt Romney
24937,35.1,20.0,5.6,20341.0,9405,2.57,54.0,24.1,21.9,114958.0,-0.51,-0.36,1.42,Mitt Romney
2578,45.6,16.3,3.1,18228.0,1134,2.22,61.9,18.5,19.6,50614.0,-1.11,-0.93,1.58,Mitt Romney
183620,34.8,30.0,5.0,26911.0,72396,2.44,61.8,32.9,5.3,142655.0,2.16,2.29,2.37,Mitt Romney
6565,38.9,20.8,7.7,20381.0,2580,2.51,65.1,23.9,11.0,95214.0,-0.18,-0.05,1.24,Mitt Romney
2497,44.4,14.9,2.3,19653.0,999,2.46,60.9,17.0,22.1,58750.0,-0.8,-0.67,1.55,Mitt Romney
2808,41.0,25.7,1.7,23840.0,1181,2.37,62.2,18.3,19.6,115022.0,-0.63,-0.43,1.37,Mitt Romney
1559,44.0,16.5,2.1,20093.0,652,2.39,53.9,16.5,29.5,85000.0,-0.87,-0.75,1.59,Mitt Romney
5805,41.9,16.5,3.9,16780.0,2378,2.4,58.9,19.4,21.7,66900.0,-1.32,-1.16,1.81,Mitt Romney
8720,43.2,17.1,3.2,20427.0,3528,2.41,67.8,19.5,12.7,90960.0,-0.29,-0.22,1.06,Mitt Romney
14810,38.9,30.6,4.1,27739.0,5948,2.47,69.6,23.7,6.7,110403.0,1.28,1.41,2.02,Mitt Romney
22208,38.8,27.1,4.5,20977.0,8477,2.38,63.3,27.3,9.4,111919.0,0.09,0.21,1.53,Mitt Romney
27911,37.6,9.5,15.1,16366.0,9615,2.49,60.8,21.2,18.0,79683.0,-0.11,0.02,1.71,Barack Obama
19268,37.2,13.7,18.2,17298.0,7556,2.52,59.0,30.2,10.8,87259.0,-0.4,-0.27,1.76,Barack Obama
74852,43.1,24.0,10.4,23598.0,31711,2.33,64.3,24.5,11.2,115563.0,0.51,0.58,1.34,Mitt Romney
13177,39.8,8.8,17.4,17224.0,4863,2.47,67.5,15.4,17.1,83140.0,0.57,0.73,1.62,Mitt Romney
99366,38.6,18.8,9.6,21810.0,39272,2.48,62.8,28.6,8.6,121123.0,1.31,1.39,1.31,Mitt Romney
28958,41.8,13.6,18.5,19265.0,11693,2.38,68.0,18.6,13.4,77624.0,-0.27,-0.18,1.33,Mitt Romney
41261,37.5,17.6,9.3,23669.0,15056,2.71,77.3,15.5,7.2,141994.0,0.98,1.07,2.45,Mitt Romney
16469,36.2,13.7,13.4,19509.0,6176,2.51,68.3,20.6,11.1,89942.0,0.42,0.51,1.16,Mitt Romney
32064,41.1,11.3,14.0,16229.0,13076,2.4,66.3,18.4,15.3,86682.0,0.35,0.52,1.72,Mitt Romney
35813,41.9,7.8,10.6,16727.0,15131,2.34,64.0,21.0,15.0,85591.0,0.73,0.89,1.78,Mitt Romney
52955,39.9,20.6,11.6,22165.0,21231,2.46,63.4,25.4,11.1,105370.0,0.74,0.84,1.32,Mitt Romney
14341,39.9,11.2,12.8,17566.0,5606,2.5,64.2,21.4,14.4,83820.0,-0.19,-0.18,1.26,Mitt Romney
11501,43.6,7.5,14.3,19069.0,4921,2.29,58.0,14.8,27.1,75446.0,-0.24,-0.13,1.7,Mitt Romney
42128,40.5,18.1,11.7,21063.0,16467,2.45,66.4,18.4,15.2,104073.0,0.2,0.34,1.33,Mitt Romney
49869,41.0,12.2,14.8,19501.0,20590,2.37,65.2,25.2,9.6,87713.0,0.47,0.58,1.24,Mitt Romney
29389,40.8,12.6,15.0,20979.0,11961,2.41,64.8,21.1,14.1,98419.0,-0.1,0.02,1.32,Mitt Romney
22949,41.0,9.9,15.7,17456.0,9468,2.41,71.0,14.3,14.8,90794.0,0.94,1.1,1.74,Mitt Romney
62975,39.9,16.0,12.4,21342.0,25683,2.42,66.8,25.4,7.8,113805.0,0.82,0.94,1.44,Mitt Romney
6740,42.7,13.1,17.6,13853.0,2839,2.32,63.8,17.4,18.8,65129.0,-0.08,0.08,2.11,Mitt Romney
26440,42.6,12.0,10.6,18437.0,11089,2.34,61.0,18.1,20.9,80844.0,0.37,0.52,1.76,Mitt Romney
58220,41.3,12.1,11.7,19611.0,24543,2.35,69.5,19.0,11.5,104139.0,0.61,0.76,1.46,Mitt Romney
27167,39.7,11.2,18.3,19778.0,11209,2.39,68.8,18.4,12.8,89340.0,0.51,0.63,1.44,Mitt Romney
8286,42.1,12.4,9.1,18236.0,3365,2.41,61.8,18.6,19.7,83462.0,0.1,0.21,1.44,Mitt Romney
52788,39.8,15.3,12.3,19894.0,20941,2.44,68.5,19.8,11.7,112118.0,1.46,1.59,1.44,Mitt Romney
18455,43.0,8.8,13.0,16042.0,7346,2.27,65.8,17.0,17.2,83196.0,0.01,0.17,1.89,Mitt Romney
436439,38.8,33.0,9.4,27757.0,184598,2.3,59.8,30.2,9.9,135087.0,1.29,1.43,1.76,Mitt Romney
7285,36.4,7.0,13.8,14900.0,2114,2.29,46.4,30.6,23.0,68742.0,-1.05,-1.45,1.9,Mitt Romney
41203,38.9,10.7,13.9,18410.0,16255,2.51,68.6,20.6,10.8,96544.0,0.12,0.21,1.47,Mitt Romney
33244,41.9,14.3,9.9,21497.0,13552,2.42,65.0,20.1,14.8,95608.0,0.66,0.77,1.37,Mitt Romney
47425,45.2,19.8,8.8,26648.0,19852,2.37,72.7,19.5,7.8,129890.0,1.75,1.89,1.68,Mitt Romney
25988,41.3,10.7,12.8,18740.0,10752,2.37,69.2,17.6,13.2,78011.0,0.33,0.44,1.49,Mitt Romney
4789,45.0,9.3,15.5,17513.0,2091,2.26,54.9,10.7,34.4,82200.0,-0.41,-0.25,1.91,Mitt Romney
73470,37.3,24.1,9.4,20086.0,29002,2.44,59.9,31.3,8.9,122513.0,1.66,1.68,1.46,Mitt Romney
67398,38.1,14.0,9.0,23218.0,25096,2.67,72.0,22.1,5.9,146134.0,1.66,1.75,2.19,Mitt Romney
266426,32.9,26.2,10.8,26726.0,100399,2.59,64.6,28.1,7.3,171111.0,2.99,3.14,2.06,Mitt Romney
87928,41.5,16.0,9.0,20782.0,34791,2.51,54.5,19.4,26.1,135664.0,1.73,1.73,1.27,Mitt Romney
13288,42.5,12.1,16.4,19052.0,5372,2.45,64.4,17.0,18.6,102200.0,0.35,0.41,1.33,Mitt Romney
156058,43.6,21.1,10.6,23298.0,67135,2.28,68.5,22.3,9.3,113599.0,0.09,0.27,1.61,Mitt Romney
162527,38.9,21.4,9.6,27186.0,62162,2.59,71.2,23.2,5.6,159027.0,1.99,2.1,2.12,Mitt Romney
62090,36.3,12.8,12.4,21685.0,22386,2.73,71.1,22.2,6.7,111363.0,1.25,1.36,1.45,Mitt Romney
8038,41.2,11.2,11.2,18829.0,3117,2.53,67.2,20.7,12.1,109309.0,0.7,0.75,1.39,Mitt Romney
121785,40.1,26.5,9.9,22758.0,49951,2.36,60.7,28.6,10.7,129592.0,1.46,1.51,1.44,Mitt Romney
16790,39.5,10.1,12.3,16250.0,6040,2.4,69.2,15.0,15.8,69147.0,-0.13,0.0,1.88,Mitt Romney
25184,41.6,9.9,14.4,18097.0,10292,2.42,70.5,18.1,11.4,99801.0,1.02,1.15,1.46,Mitt Romney
1679172,33.4,24.5,8.7,22067.0,586111,2.8,55.4,36.5,8.1,102245.0,1.63,1.65,1.86,Barack Obama
2449107,32.4,26.8,9.6,26188.0,871920,2.77,46.8,43.9,9.3,109444.0,0.79,0.69,2.13,Barack Obama
9967,32.8,10.3,14.4,11509.0,3282,3.0,53.8,20.8,25.4,39371.0,-0.2,-0.1,2.1,Barack Obama
12076,34.2,10.4,13.0,13154.0,4029,2.82,56.0,13.9,30.1,36717.0,-0.95,-0.91,2.45,Barack Obama
765357,30.8,18.9,11.1,15911.0,240237,3.13,56.8,34.2,9.0,100502.0,0.79,0.88,1.93,Barack Obama
764406,28.5,15.2,12.5,11769.0,216797,3.5,57.7,23.2,19.1,65351.0,1.9,2.02,2.33,Barack Obama
41468,33.3,12.5,8.6,14236.0,13808,2.97,63.0,21.2,15.8,61999.0,0.27,0.32,1.75,Barack Obama
5903,34.5,7.7,9.3,12402.0,1851,2.85,51.6,19.3,29.1,37449.0,-0.57,-0.57,2.42,Barack Obama
53785,28.7,10.8,10.9,9824.0,14985,3.58,56.4,26.6,17.0,71920.0,0.88,0.92,2.3,Barack Obama
63945,27.2,8.4,21.0,7908.0,17475,3.64,62.7,17.0,20.3,61479.0,0.9,0.99,2.31,Barack Obama
248863,27.5,16.2,10.6,12606.0,66092,3.71,57.8,31.6,10.6,94590.0,1.72,1.78,1.94,Barack Obama
56907,36.5,12.9,10.0,17267.0,16410,2.56,61.0,22.7,16.3,83474.0,0.11,0.19,1.98,Mitt Romney
14169,35.3,14.1,9.2,17519.0,5098,2.76,67.4,18.9,13.7,60355.0,1.47,1.57,1.92,Mitt Romney
2194,44.3,22.6,5.0,19651.0,814,2.59,66.4,18.4,15.2,77889.0,0.12,0.1,1.35,Mitt Romney
6319,36.3,9.5,9.3,15178.0,2264,2.77,55.7,23.3,21.0,49354.0,-0.5,-0.47,2.01,Mitt Romney
20991,45.3,21.2,7.1,22019.0,8299,2.51,58.7,12.9,28.4,117472.0,0.87,0.85,1.76,Mitt Romney
3763,47.7,13.9,5.3,17209.0,1635,2.26,41.4,16.7,42.0,47500.0,-0.94,-0.96,1.92,Mitt Romney
32888,32.0,13.6,10.6,15106.0,9143,2.71,51.3,27.8,20.9,64085.0,-0.05,0.0,1.85,Mitt Romney
300688,30.3,21.9,8.7,21281.0,107560,2.71,48.8,40.0,11.2,107049.0,2.57,2.65,1.72,Mitt Romney
698,43.8,21.6,1.0,21412.0,291,2.4,44.6,16.0,39.4,66842.0,-0.55,-0.42,0.48,Mitt Romney
94832,38.3,18.0,9.8,19605.0,34734,2.54,60.6,26.2,13.2,76698.0,0.66,0.68,1.76,Mitt Romney
1658,41.6,18.0,5.3,16778.0,672,2.47,49.6,15.4,35.0,43372.0,-0.81,-0.79,1.65,Mitt Romney
38784,39.9,16.9,8.7,18649.0,14879,2.47,55.7,22.5,21.8,70431.0,0.23,0.25,1.83,Mitt Romney
45490,43.5,19.4,5.5,21772.0,17361,2.56,63.8,18.6,17.7,149839.0,1.73,1.72,1.68,Mitt Romney
20922,37.1,13.7,10.9,18583.0,7545,2.75,50.1,19.4,30.5,65856.0,-0.07,-0.06,1.61,Mitt Romney
13612,43.5,13.7,6.9,17619.0,5372,2.52,64.7,16.4,18.9,68617.0,0.24,0.26,1.61,Mitt Romney
10913,44.3,15.5,7.3,19357.0,4319,2.51,68.1,15.1,16.8,59943.0,-0.52,-0.46,1.41,Mitt Romney
8637,45.6,13.4,8.4,17729.0,3631,2.33,50.9,18.8,30.4,47085.0,-0.53,-0.53,2.22,Mitt Romney
810069,34.8,47.7,7.1,44826.0,296469,2.72,63.5,29.6,6.9,218063.0,3.45,3.43,2.17,Mitt Romney
3037,43.2,15.8,4.4,17525.0,1218,2.45,55.5,16.4,28.1,48778.0,-0.45,-0.46,2.25,Mitt Romney
21362,42.7,16.3,7.9,19896.0,8012,2.56,59.8,19.3,20.9,90278.0,0.36,0.38,1.88,Mitt Romney
13957,42.0,13.2,6.3,16693.0,5479,2.49,56.4,18.6,25.0,64272.0,-0.02,-0.04,1.68,Mitt Romney
39306,39.1,17.4,7.2,20636.0,14734,2.61,63.7,25.6,10.8,109953.0,0.42,0.43,1.69,Mitt Romney
13899,36.5,12.1,10.0,16803.0,4388,2.66,57.6,21.9,20.5,51280.0,-0.74,-0.83,2.09,Mitt Romney
18825,31.6,13.6,8.2,14916.0,6320,2.94,58.5,29.6,11.9,69536.0,0.14,0.19,1.87,Mitt Romney
5495,41.0,15.6,8.4,18121.0,2160,2.5,65.0,20.4,14.7,50473.0,0.34,0.33,1.8,Mitt Romney
683437,32.9,38.6,7.4,33803.0,241838,2.78,58.8,33.4,7.8,176084.0,3.42,3.34,1.89,Mitt Romney
18207,43.6,14.3,8.8,17449.0,7237,2.4,55.4,18.1,26.4,49752.0,-0.13,-0.14,2.08,Mitt Romney
34139,40.2,14.3,8.7,19029.0,12149,2.52,62.6,22.2,15.2,89022.0,0.39,0.4,1.69,Mitt Romney
577874,34.8,39.2,9.5,31518.0,173489,3.29,75.7,18.8,5.6,165029.0,4.42,4.36,1.62,Mitt Romney
10841,44.2,18.1,7.0,20682.0,4332,2.46,55.3,15.6,29.2,102899.0,0.67,0.71,1.98,Mitt Romney
24657,49.1,25.2,3.9,23604.0,10238,2.36,64.7,19.6,15.7,166584.0,1.37,1.44,1.99,Mitt Romney
22463,40.9,13.4,7.6,20186.0,8766,2.37,59.0,18.8,22.1,53803.0,0.88,1.0,1.87,Mitt Romney
120326,39.4,19.0,8.6,21621.0,46214,2.54,60.6,26.5,12.9,80646.0,0.47,0.45,1.74,Mitt Romney
119076,36.4,21.6,8.1,21504.0,45762,2.53,56.6,33.0,10.4,100789.0,0.39,0.42,1.9,Mitt Romney
3434,40.7,11.9,11.4,14084.0,1380,2.46,50.7,18.8,30.5,29622.0,-1.24,-1.32,2.11,Mitt Romney
5386,46.8,16.4,5.3,17460.0,2283,2.31,49.7,14.5,35.8,41321.0,-1.23,-1.2,2.24,Mitt Romney
160798,31.1,34.1,7.6,24789.0,53896,2.78,59.9,33.9,6.1,177889.0,4.64,4.85,2.35,Mitt Romney
79663,43.7,13.6,9.3,20358.0,31094,2.52,61.5,16.4,22.2,93211.0,0.04,0.03,1.85,Mitt Romney
34263,39.2,17.0,6.9,19327.0,13215,2.56,59.4,24.8,15.8,92320.0,0.42,0.44,1.91,Mitt Romney
3298,31.0,9.9,8.3,11484.0,1072,3.05,55.1,13.5,31.4,34904.0,-0.49,-0.51,2.64,Mitt Romney
22136,39.0,15.9,7.7,20977.0,8673,2.51,61.8,17.9,20.3,57865.0,-0.75,-0.72,1.62,Mitt Romney
1755,43.7,21.8,4.0,22406.0,699,2.51,56.1,16.7,27.2,82179.0,-0.24,-0.14,2.13,Mitt Romney
108009,35.6,13.9,8.7,21425.0,34845,3.06,71.9,20.1,8.1,110493.0,3.69,3.6,1.63,Mitt Romney
35359,43.5,34.1,6.1,28349.0,12809,2.72,69.5,18.3,12.2,194479.0,3.39,3.4,2.22,Mitt Romney
382,33.6,22.6,7.9,14207.0,129,2.93,15.0,28.9,56.1,65000.0,-1.02,-0.95,0.63,Mitt Romney
324,37.7,25.2,4.7,14181.0,98,2.72,19.0,37.4,43.7,33750.0,-0.06,0.0,0.54,Mitt Romney
21509,39.3,18.0,6.3,19441.0,7936,2.67,63.9,23.5,12.6,100722.0,1.56,1.57,1.66,Mitt Romney
76782,35.3,9.3,10.5,18448.0,25321,2.84,66.5,19.1,14.4,73250.0,0.36,0.35,1.73,Mitt Romney
3050,42.2,19.2,5.7,18629.0,1208,2.49,57.0,17.5,25.4,53867.0,-0.01,0.0,1.63,Mitt Romney
13674,34.9,13.1,8.5,17118.0,4214,2.58,59.9,18.6,21.5,84842.0,0.38,0.46,1.99,Mitt Romney
10601,46.7,8.7,11.5,18070.0,4494,2.33,52.4,12.3,35.3,54664.0,-0.54,-0.49,2.18,Mitt Romney
4825,35.2,13.4,6.0,16882.0,1671,2.84,60.7,22.0,17.3,68487.0,0.48,0.56,1.99,Mitt Romney
37565,36.3,14.1,12.5,18029.0,13854,2.67,47.1,24.6,28.3,78572.0,0.08,0.12,1.68,Mitt Romney
45252,35.7,15.0,7.5,17688.0,14892,2.91,67.7,18.2,14.1,90770.0,0.96,1.0,1.77,Mitt Romney
25444,40.0,13.2,10.6,18916.0,9657,2.59,60.8,23.2,16.0,79253.0,0.08,0.08,1.78,Mitt Romney
5206,46.1,20.5,4.7,18727.0,2013,2.45,56.1,14.6,29.3,89620.0,-0.45,-0.51,1.95,Mitt Romney
9221,39.5,11.8,6.7,16018.0,2640,2.46,46.5,15.9,37.6,41436.0,-0.59,-0.8,2.29,Mitt Romney
20057,44.5,12.9,7.7,19699.0,8195,2.4,61.1,17.6,21.3,83114.0,0.36,0.38,1.93,Mitt Romney
463012,35.6,28.8,8.2,28896.0,160443,2.87,69.9,20.9,9.2,142592.0,3.24,3.23,2.14,Mitt Romney
1329,45.3,15.1,3.7,17845.0,565,2.35,50.6,15.9,33.5,39167.0,-0.87,-0.9,1.92,Mitt Romney
49930,36.8,13.8,10.3,17505.0,18053,2.67,61.5,26.7,11.8,84728.0,0.59,0.57,1.75,Mitt Romney
15185,38.7,13.4,8.9,17114.0,6003,2.45,55.8,28.7,15.5,47414.0,0.56,0.64,2.07,Mitt Romney
329298,34.0,19.9,8.6,20607.0,117757,2.75,51.6,33.7,14.7,92097.0,0.44,0.53,1.96,Mitt Romney
84766,38.4,12.3,10.9,20539.0,32237,2.6,66.3,20.8,12.9,73040.0,0.18,0.29,1.67,Mitt Romney
123428,33.1,15.4,7.3,17441.0,43051,2.68,51.2,35.8,13.0,65696.0,0.37,0.3,1.69,Mitt Romney
7400,41.7,13.2,7.0,17796.0,2843,2.56,55.4,19.7,24.9,51163.0,-0.64,-0.6,1.84,Mitt Romney
15731,39.5,12.9,10.1,17357.0,6124,2.52,50.7,21.1,28.2,68926.0,-0.24,-0.2,1.82,Mitt Romney
49316,40.2,14.4,8.1,18734.0,18145,2.55,66.6,17.9,15.4,79171.0,0.24,0.29,1.78,Mitt Romney
10437,50.9,12.1,15.1,18797.0,4511,2.29,46.3,8.2,45.5,64097.0,-0.14,-0.11,2.13,Mitt Romney
16060,37.8,13.3,7.9,18613.0,5690,2.51,57.0,21.2,21.7,61078.0,-0.24,-0.17,1.84,Mitt Romney
3274,43.7,21.1,2.7,18236.0,1281,2.52,59.7,16.6,23.6,55844.0,-0.28,-0.33,1.4,Mitt Romney
3185,38.3,23.0,6.2,17905.0,1110,2.8,61.3,22.5,16.2,64699.0,-0.48,-0.55,1.96,Mitt Romney
8263,38.6,19.2,7.4,19694.0,2962,2.73,67.0,23.0,10.1,143182.0,1.38,1.41,1.73,Mitt Romney
1284,39.6,17.8,2.9,19459.0,481,2.61,56.4,18.5,25.1,62941.0,-0.63,-0.33,0.55,Mitt Romney
1543,46.8,12.9,2.3,18447.0,657,2.29,52.9,15.4,31.7,40700.0,0.7,0.81,1.49,Mitt Romney
1822743,33.7,28.5,8.6,27009.0,662090,2.71,55.3,37.0,7.6,114670.0,1.97,1.92,2.1,Mitt Romney
107766,34.7,21.7,8.4,20564.0,41047,2.5,55.4,32.7,11.9,89409.0,0.45,0.52,1.81,Mitt Romney
14148,46.9,10.7,9.9,18208.0,5904,2.36,52.2,13.3,34.4,70649.0,-0.25,-0.23,1.98,Mitt Romney
20950,40.5,11.0,9.9,17770.0,7861,2.47,58.4,12.1,29.5,67757.0,-0.22,-0.21,1.57,Mitt Romney
53223,42.0,13.2,8.1,19110.0,20167,2.6,68.7,17.5,13.8,103004.0,0.52,0.53,1.57,Mitt Romney
65716,31.2,20.7,8.3,18581.0,19431,2.43,46.7,33.6,19.7,101301.0,0.39,0.57,2.02,Mitt Romney
38157,32.5,18.9,10.6,19894.0,12497,2.8,61.3,24.2,14.5,103303.0,0.66,0.69,1.87,Mitt Romney
10817,38.1,14.0,9.9,16929.0,4020,2.6,62.1,18.9,19.0,43701.0,1.11,1.13,1.77,Mitt Romney
41755,36.7,16.2,9.7,17693.0,15027,2.73,57.9,27.2,14.9,80652.0,-0.04,-0.03,1.67,Mitt Romney
14112,38.0,17.3,5.9,19600.0,5414,2.48,53.5,28.4,18.1,59218.0,-0.27,-0.28,1.97,Mitt Romney
42248,37.9,14.4,7.7,19456.0,14536,2.86,74.3,14.3,11.4,107292.0,2.28,2.37,1.8,Mitt Romney
7013,34.9,10.7,9.4,16109.0,2574,2.68,65.5,13.9,20.6,37035.0,0.9,1.01,1.73,Mitt Romney
7678,36.0,11.9,9.0,16623.0,2617,2.91,62.9,18.9,18.2,55406.0,0.52,0.59,1.94,Mitt Romney
17389,28.6,15.0,9.7,14845.0,5651,3.04,52.2,12.2,35.6,117273.0,1.99,2.12,2.76,Mitt Romney
10882,31.1,13.6,8.4,17016.0,3558,3.03,69.8,15.1,15.1,100957.0,0.29,0.41,2.62,Mitt Romney
9587,38.4,27.0,8.9,21272.0,3987,2.38,59.1,23.9,17.0,147421.0,1.34,1.49,3.55,Mitt Romney
6911,42.9,24.6,6.3,18855.0,2628,2.6,40.5,11.3,48.1,138105.0,1.22,1.36,2.7,Mitt Romney
1480,41.0,14.7,7.8,15612.0,530,2.76,56.5,8.9,34.6,105220.0,0.75,0.78,2.42,Mitt Romney
1054175,30.7,29.8,7.7,25758.0,346665,3.0,64.9,29.1,6.0,216253.0,1.65,1.66,3.21,Mitt Romney
15512,26.5,16.1,17.8,13016.0,4508,3.38,58.0,15.6,26.4,81434.0,1.47,1.61,3.17,Mitt Romney
26708,27.0,20.0,9.6,15226.0,7620,3.27,67.3,17.8,14.9,147657.0,1.69,1.81,2.87,Mitt Romney
20787,31.7,17.8,9.3,16877.0,6807,2.99,71.0,15.6,13.4,132931.0,0.99,1.07,2.77,Mitt Romney
59912,28.0,18.4,9.5,21821.0,18803,3.12,71.8,19.9,8.2,190737.0,3.03,3.08,2.9,Mitt Romney
31504,30.2,15.6,10.0,16903.0,10456,2.99,69.6,21.0,9.4,122425.0,2.65,2.78,3.01,Mitt Romney
547271,24.5,35.6,8.2,19840.0,146908,3.65,63.9,30.9,5.2,218097.0,4.11,4.18,3.16,Mitt Romney
